"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Gujarat","Rajkot","2019-04-18","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2019-04-19","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2019-04-20","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2019-04-21","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2019-04-22","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2019-04-23","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2019-04-24","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2019-04-25","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2019-04-26","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2019-04-27","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2019-04-28","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2019-04-29","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Rajkot","2019-04-30","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-01","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-02","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-03","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-04","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-05","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-06","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-07","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-08","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-09","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-10","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-11","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-12","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-13","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-14","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-15","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-16","2019","04","6.944177762","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-17","2019","04","0.669883268","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-18","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-19","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-20","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-21","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-22","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-23","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-24","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-25","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-26","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-27","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-28","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-30","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Sabar Kantha","2019-04-29","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-01","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-02","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-03","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-04","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-05","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-06","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-07","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-08","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-09","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-10","2019","04","0.001585915","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-11","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-12","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-13","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-14","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-15","2019","04","1.248635301","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-16","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-17","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-18","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-19","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-20","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-21","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-22","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-23","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-24","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-25","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-26","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-27","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-28","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-29","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surat","2019-04-30","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-01","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-02","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-03","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-04","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-05","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-06","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-07","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-08","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-09","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-10","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-11","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-12","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-13","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-14","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-15","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-16","2019","04","1.937350677","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-17","2019","04","0.358515123","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-18","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-19","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-20","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-21","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-22","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-23","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-24","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-25","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-26","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-27","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-28","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-29","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Surendranagar","2019-04-30","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-01","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-02","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-03","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-04","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-05","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-06","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-07","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-08","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-09","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-10","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-11","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-12","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-13","2019","04","0.00301139","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-14","2019","04","0.440358525","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-15","2019","04","2.000212582","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-16","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-17","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-18","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-19","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-20","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-21","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-22","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-23","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-24","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-25","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-26","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-27","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-28","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-29","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Tapi","2019-04-30","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-01","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-02","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-03","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-04","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-05","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-06","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-07","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-08","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-09","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-10","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-11","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-12","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-13","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-14","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-15","2019","04","0.024782304","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-16","2019","04","0.484398503","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-17","2019","04","0.175965512","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-18","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-19","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-20","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-21","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-22","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-23","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-24","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-25","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-26","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-27","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-28","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-29","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Vadodara","2019-04-30","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-01","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-02","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-03","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-04","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-05","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-06","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-07","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-08","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-09","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-10","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-11","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-12","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-13","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-14","2019","04","0.048907686","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-15","2019","04","1.480436242","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-16","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-17","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-18","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-19","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-20","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-21","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-22","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-23","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-24","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-25","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-26","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-27","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-28","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-29","2019","04","NA","NRSC VIC MODEL"
"Gujarat","Valsad","2019-04-30","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-02","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-03","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-04","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-01","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-05","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-06","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-07","2019","04","0.02584225","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-08","2019","04","6.367579584","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-09","2019","04","0.970879937","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-11","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-10","2019","04","0.082878277","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-12","2019","04","0.331178638","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-13","2019","04","0.181018973","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-14","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-15","2019","04","0.05078671","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-16","2019","04","3.672873729","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-17","2019","04","38.11421986","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-18","2019","04","0.042777021","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-19","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-20","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-21","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-22","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-23","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-24","2019","04","4.549644221","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-25","2019","04","4.157750379","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-26","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-27","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-28","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-29","2019","04","NA","NRSC VIC MODEL"
"Haryana","Ambala","2019-04-30","2019","04","0.76067401","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-01","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-02","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-03","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-04","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-05","2019","04","1.052434216","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-06","2019","04","0.017304365","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-07","2019","04","3.159333136","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-08","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-09","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-10","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-11","2019","04","0.152615457","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-12","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-13","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-14","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-15","2019","04","1.031734743","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-16","2019","04","11.52336713","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-17","2019","04","6.610933297","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-18","2019","04","1.343755872","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-19","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-20","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-21","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-22","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-23","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-24","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-25","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-26","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-27","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-28","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-29","2019","04","NA","NRSC VIC MODEL"
"Haryana","Bhiwani","2019-04-30","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-01","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-02","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-04","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-05","2019","04","2.583728341","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-07","2019","04","4.436783206","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-09","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-10","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-14","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-15","2019","04","1.153787769","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-18","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-23","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-26","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-27","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-28","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-29","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-30","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-03","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-06","2019","04","0.05948208","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-08","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-11","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-12","2019","04","0.1261937","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-13","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-16","2019","04","17.51094822","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-17","2019","04","26.90000639","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-19","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-20","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-21","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-22","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-24","2019","04","NA","NRSC VIC MODEL"
"Haryana","Charki Dadri","2019-04-25","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-01","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-02","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-03","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-04","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-05","2019","04","4.965953373","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-06","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-07","2019","04","3.12133425","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-08","2019","04","1.624305553","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-09","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-10","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-11","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-12","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-13","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-14","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-15","2019","04","0.008879781","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-16","2019","04","21.77866693","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-17","2019","04","4.993104308","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-18","2019","04","0.585407761","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-19","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-20","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-21","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-22","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-23","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-24","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-25","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-26","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-27","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-28","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-29","2019","04","NA","NRSC VIC MODEL"
"Haryana","Faridabad","2019-04-30","2019","04","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-02","2019","04","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-03","2019","04","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-01","2019","04","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-04","2019","04","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-05","2019","04","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-06","2019","04","0.00278346","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-07","2019","04","0.837300906","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-08","2019","04","0.158465993","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-09","2019","04","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-11","2019","04","0.383915634","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-10","2019","04","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-12","2019","04","0.008722216","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-13","2019","04","0.519380898","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-14","2019","04","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-15","2019","04","1.672997605","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-16","2019","04","9.912464329","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-17","2019","04","11.69530237","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-18","2019","04","2.443622956","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-19","2019","04","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-20","2019","04","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-21","2019","04","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-22","2019","04","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-23","2019","04","NA","NRSC VIC MODEL"
"Haryana","Fatehabad","2019-04-24","2019","04","NA","NRSC VIC MODEL"
